bond condition,tension method,web width b/mm,height h/mm,top flange width bf/mm,top flange height hf/mm,low flange width bl/mm,low flange heighthl/mm,span L/m,h0/mm,cover for rein c/mm,hp/mm,cover for prestress ap/mm,As`/mm2,As/mm2,Ap/mm2,d1/mm,no.,d/mm,no..2,dpre/mm,no..3,fy/Mpa,fpu_Mpa,fpy/Mpa,Es_Mpa,Ep/Mpa,concrete grade,fc_Mpa,ft_Mpa,Ec_Mpa,tension force N/kN,sigma_pe_Mpa,sigma_con_Mpa,crack load Pcr/kN,crack moment Mcr/kN·m,ultimate load Pu/kN,ultimate moment Mu/kN·m,camber f/mm,moment corresponding to crack M/kN·m,load correspd to crack N/kN,average crack space /mm,Max crack width/mm,moment correspd to deflection1 M/kN·m,deflection1 f1/mm,load N/kN,deflection2 f2/mm,Deflection_Yielded_Dy_mm,Limit_Displacement_Du_mm,Ductility Coefficient μ,Stress_Increase_Dfps_Mpa,Mu (Ultimate Moment),Pu (Ultimate Load),Pcr (Cracking Load),Deflection f1/mm,Deflection f2/mm
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,211.61248,70.2,9.5,2,6,4,6.35,3,544.7,1860,1791.4,201000,200000,C50,29.99,6.1,48000,200,622,1023,165,14.23548,465,37.96128,10.824,272.1,?fs=275.8MPa,81.28,0.17,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,608648.2021,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,211.61248,70.2,9.5,2,6,4,6.35,3,544.7,1860,1791.4,201000,200000,C50,29.99,6.1,48000,200,622,1023,165,14.23548,465,37.96128,10.824,272.1,?fs=413.7MPa,81.28,0.3,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,608648.2021,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,211.61248,70.2,9.5,2,6,4,6.35,3,544.7,1860,1791.4,201000,200000,C50,29.99,6.1,48000,200,622,1023,165,14.23548,465,37.96128,10.824,272.1,?fs=551.6MPa,81.28,0.48,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,608648.2021,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,211.61248,70.2,9.5,2,6,4,6.35,3,544.7,1860,1791.4,201000,200000,C50,29.99,6.1,48000,200,622,1023,165,15.410472,465,37.96128,10.824,272.1,?fs=206.8MPa,75.438,0.12,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,608648.2021,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,211.61248,70.2,9.5,2,6,4,6.35,3,544.7,1860,1791.4,201000,200000,C50,29.99,6.1,48000,200,622,1023,165,15.410472,465,37.96128,10.824,272.1,?fs=275.8MPa,75.438,0.15,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,608648.2021,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,211.61248,70.2,9.5,2,6,4,6.35,3,544.7,1860,1791.4,201000,200000,C50,29.99,6.1,48000,200,622,1023,165,15.410472,465,37.96128,10.824,272.1,?fs=413.7MPa,75.438,0.28,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,608648.2021,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,211.61248,70.2,9.5,2,6,4,6.35,3,544.7,1860,1791.4,201000,200000,C50,29.99,6.1,48000,200,622,1023,165,15.410472,465,37.96128,10.824,272.1,?fs=551.6MPa,75.438,0.37,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,608648.2021,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,234.83824,93.6,9.5,2,6,4,6.35,4,544.7,1860,1791.4,201000,200000,C50,20.1,6.1,48000,200,622,1023,165,14.6874,465,37.96128,10.824,272.1,?fs=206.8MPa,72.39,0.13,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,458593.1473,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,234.83824,93.6,9.5,2,6,4,6.35,4,544.7,1860,1791.4,201000,200000,C50,20.1,6.1,48000,200,622,1023,165,14.6874,465,37.96128,10.824,272.1,?fs=275.8MPa,72.39,0.16,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,458593.1473,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,234.83824,93.6,9.5,2,6,4,6.35,4,544.7,1860,1791.4,201000,200000,C50,20.1,6.1,48000,200,622,1023,165,14.6874,465,37.96128,10.824,272.1,?fs=413.7MPa,72.39,0.27,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,458593.1473,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,234.83824,93.6,9.5,2,6,4,6.35,4,544.7,1860,1791.4,201000,200000,C50,20.1,6.1,48000,200,622,1023,165,14.6874,465,37.96128,10.824,272.1,?fs=551.6MPa,72.39,0.42,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,458593.1473,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,234.83824,93.6,9.5,2,6,4,6.35,4,544.7,1860,1791.4,201000,200000,C50,20.1,6.1,48000,200,622,1023,165,14.29197,465,37.012248,10.824,272.1,?fs=206.8MPa,70.104,0.15,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,458593.1473,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,234.83824,93.6,9.5,2,6,4,6.35,4,544.7,1860,1791.4,201000,200000,C50,20.1,6.1,48000,200,622,1023,165,14.29197,465,37.012248,10.824,272.1,?fs=275.8MPa,70.104,0.21,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,458593.1473,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,234.83824,93.6,9.5,2,6,4,6.35,4,544.7,1860,1791.4,201000,200000,C50,20.1,6.1,48000,200,622,1023,165,14.29197,465,37.012248,10.824,272.1,?fs=413.7MPa,70.104,0.34,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,458593.1473,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,234.83824,93.6,9.5,2,6,4,6.35,4,544.7,1860,1791.4,201000,200000,C50,20.1,6.1,48000,200,622,1023,165,14.29197,465,37.012248,10.824,272.1,?fs=551.6MPa,70.104,0.47,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,458593.1473,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,258.064,117,9.5,2,6,4,6.35,5,544.7,1860,1791.4,201000,200000,C50,32.68,6.1,48000,200,622,1023,165,19.2066,465,50.298696,10.824,272.1,?fs=206.8MPa,61.976,0.14,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,678205.0952,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,258.064,117,9.5,2,6,4,6.35,5,544.7,1860,1791.4,201000,200000,C50,32.68,6.1,48000,200,622,1023,165,19.2066,465,50.298696,10.824,272.1,?fs=275.8MPa,61.976,0.18,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,678205.0952,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,258.064,117,9.5,2,6,4,6.35,5,544.7,1860,1791.4,201000,200000,C50,32.68,6.1,48000,200,622,1023,165,19.2066,465,50.298696,10.824,272.1,?fs=413.7MPa,61.976,0.28,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,678205.0952,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,258.064,117,9.5,2,6,4,6.35,5,544.7,1860,1791.4,201000,200000,C50,32.68,6.1,48000,200,622,1023,165,19.2066,465,50.298696,10.824,272.1,?fs=551.6MPa,61.976,0.44,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,678205.0952,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,258.064,117,9.5,2,6,4,6.35,5,544.7,1860,1791.4,201000,200000,C50,32.68,6.1,48000,200,622,1023,165,19.54554,465,50.061438,10.824,272.1,?fs=206.8MPa,62.738,0.12,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,678205.0952,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,258.064,117,9.5,2,6,4,6.35,5,544.7,1860,1791.4,201000,200000,C50,32.68,6.1,48000,200,622,1023,165,19.54554,465,50.061438,10.824,272.1,?fs=275.8MPa,62.738,2.99,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,678205.0952,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,258.064,117,9.5,2,6,4,6.35,5,544.7,1860,1791.4,201000,200000,C50,32.68,6.1,48000,200,622,1023,165,19.54554,465,50.061438,10.824,272.1,?fs=413.7MPa,62.738,0.34,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,678205.0952,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,258.064,117,9.5,2,6,4,6.35,5,544.7,1860,1791.4,201000,200000,C50,32.68,6.1,48000,200,622,1023,165,19.54554,465,50.061438,10.824,272.1,?fs=551.6MPa,62.738,0.49,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,678205.0952,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,397.41856,140.4,12.7,2,6,4,6.35,6,579.2,1860,1791.4,201000,200000,C50,28.96,6.1,48000,200,622,1023,165,21.91812,465,66.43224,10.824,272.1,?fs=206.8MPa,60.198,0.11,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,706622.5868,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,397.41856,140.4,12.7,2,6,4,6.35,6,579.2,1860,1791.4,201000,200000,C50,28.96,6.1,48000,200,622,1023,165,21.91812,465,66.43224,10.824,272.1,?fs=275.8MPa,60.198,0.15,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,706622.5868,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,397.41856,140.4,12.7,2,6,4,6.35,6,579.2,1860,1791.4,201000,200000,C50,28.96,6.1,48000,200,622,1023,165,21.91812,465,66.43224,10.824,272.1,?fs=413.7MPa,60.198,0.27,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,706622.5868,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,397.41856,140.4,12.7,2,6,4,6.35,6,579.2,1860,1791.4,201000,200000,C50,28.96,6.1,48000,200,622,1023,165,21.91812,465,66.43224,10.824,272.1,?fs=551.6MPa,60.198,0.35,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,706622.5868,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,397.41856,140.4,12.7,2,6,4,6.35,6,579.2,1860,1791.4,201000,200000,C50,28.96,6.1,48000,200,622,1023,165,22.0311,465,63.110628,10.824,272.1,?fs=206.8MPa,57.658,0.13,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,706622.5868,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,397.41856,140.4,12.7,2,6,4,6.35,6,579.2,1860,1791.4,201000,200000,C50,28.96,6.1,48000,200,622,1023,165,22.0311,465,63.110628,10.824,272.1,?fs=275.8MPa,57.658,0.15,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,706622.5868,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,397.41856,140.4,12.7,2,6,4,6.35,6,579.2,1860,1791.4,201000,200000,C50,28.96,6.1,48000,200,622,1023,165,22.0311,465,63.110628,10.824,272.1,?fs=413.7MPa,57.658,0.26,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,706622.5868,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,397.41856,140.4,12.7,2,6,4,6.35,6,579.2,1860,1791.4,201000,200000,C50,28.96,6.1,48000,200,622,1023,165,22.0311,465,63.110628,10.824,272.1,?fs=551.6MPa,57.658,0.37,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,706622.5868,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,420.64432,163.8,12.7,2,6,4,6.35,7,579.2,1860,1791.4,201000,200000,C50,28.48,6.1,48000,200,622,1023,165,23.262582,465,63.585144,10.824,272.1,?fs=206.8MPa,52.832,0.1,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,712178.1885,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,420.64432,163.8,12.7,2,6,4,6.35,7,579.2,1860,1791.4,201000,200000,C50,28.48,6.1,48000,200,622,1023,165,23.262582,465,63.585144,10.824,272.1,?fs=275.8MPa,52.832,0.15,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,712178.1885,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,420.64432,163.8,12.7,2,6,4,6.35,7,579.2,1860,1791.4,201000,200000,C50,28.48,6.1,48000,200,622,1023,165,23.262582,465,63.585144,10.824,272.1,?fs=413.7MPa,52.832,0.29,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,712178.1885,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,420.64432,163.8,12.7,2,6,4,6.35,7,579.2,1860,1791.4,201000,200000,C50,28.48,6.1,48000,200,622,1023,165,23.262582,465,63.585144,10.824,272.1,?fs=551.6MPa,52.832,0.46,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,712178.1885,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,420.64432,163.8,12.7,2,6,4,6.35,7,579.2,1860,1791.4,201000,200000,C50,28.48,6.1,48000,200,622,1023,165,22.799364,465,62.636112,10.824,272.1,?fs=206.8MPa,57.15,0.1,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,712178.1885,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,420.64432,163.8,12.7,2,6,4,6.35,7,579.2,1860,1791.4,201000,200000,C50,28.48,6.1,48000,200,622,1023,165,22.799364,465,62.636112,10.824,272.1,?fs=275.8MPa,57.15,0.14,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,712178.1885,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,420.64432,163.8,12.7,2,6,4,6.35,7,579.2,1860,1791.4,201000,200000,C50,28.48,6.1,48000,200,622,1023,165,22.799364,465,62.636112,10.824,272.1,?fs=413.7MPa,57.15,0.24,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,712178.1885,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,420.64432,163.8,12.7,2,6,4,6.35,7,579.2,1860,1791.4,201000,200000,C50,28.48,6.1,48000,200,622,1023,165,22.799364,465,62.636112,10.824,272.1,?fs=551.6MPa,57.15,0.41,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,712178.1885,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,443.87008,187.2,12.7,2,6,4,6.35,8,579.2,1860,1791.4,201000,200000,C50,33.96,6.1,48000,200,622,1023,165,24.40368,465,67.855788,10.824,272.1,?fs=206.8MPa,57.15,0.1,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,815785.2071,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,443.87008,187.2,12.7,2,6,4,6.35,8,579.2,1860,1791.4,201000,200000,C50,33.96,6.1,48000,200,622,1023,165,24.40368,465,67.855788,10.824,272.1,?fs=275.8MPa,57.15,0.15,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,815785.2071,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,443.87008,187.2,12.7,2,6,4,6.35,8,579.2,1860,1791.4,201000,200000,C50,33.96,6.1,48000,200,622,1023,165,24.40368,465,67.855788,10.824,272.1,?fs=413.7MPa,57.15,0.25,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,815785.2071,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,443.87008,187.2,12.7,2,6,4,6.35,8,579.2,1860,1791.4,201000,200000,C50,33.96,6.1,48000,200,622,1023,165,24.40368,465,67.855788,10.824,272.1,?fs=551.6MPa,57.15,0.4,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,815785.2071,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,443.87008,187.2,12.7,2,6,4,6.35,8,579.2,1860,1791.4,201000,200000,C50,33.96,6.1,48000,200,622,1023,165,24.06474,465,66.906756,10.824,272.1,?fs=206.8MPa,52.324,0.08,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,815785.2071,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,443.87008,187.2,12.7,2,6,4,6.35,8,579.2,1860,1791.4,201000,200000,C50,33.96,6.1,48000,200,622,1023,165,24.06474,465,66.906756,10.824,272.1,?fs=275.8MPa,52.324,0.11,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,815785.2071,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,443.87008,187.2,12.7,2,6,4,6.35,8,579.2,1860,1791.4,201000,200000,C50,33.96,6.1,48000,200,622,1023,165,24.06474,465,66.906756,10.824,272.1,?fs=413.7MPa,52.324,0.22,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,815785.2071,42700,3.68E-12,5.52E-12
B,X,76.2,254,63.5,76.2,100,50,3.5,320,20,290,50,141.9,443.87008,187.2,12.7,2,6,4,6.35,8,579.2,1860,1791.4,201000,200000,C50,33.96,6.1,48000,200,622,1023,165,24.06474,465,66.906756,10.824,272.1,?fs=551.6MPa,52.324,3.73,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,815785.2071,42700,3.68E-12,5.52E-12
B,X,76.2,254,38.1,76.2,38.1,76.2,3.5,320,20,290,50,141.9,211.61248,70.2,9.5,2,6,4,6.35,3,544.7,1860,1791.4,201000,200000,C50,20.75,6.1,48000,200,622,1023,165,14.23548,465,34.876926,10.824,272.1,?fs=206.8MPa,79.502,0.14,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,456635.6029,42700,3.68E-12,5.52E-12
B,X,76.2,254,38.1,76.2,38.1,76.2,3.5,320,20,290,50,141.9,211.61248,70.2,9.5,2,6,4,6.35,3,544.7,1860,1791.4,201000,200000,C50,20.75,6.1,48000,200,622,1023,165,14.23548,465,34.876926,10.824,272.1,?fs=275.8MPa,79.502,0.22,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,456635.6029,42700,3.68E-12,5.52E-12
B,X,76.2,254,38.1,76.2,38.1,76.2,3.5,320,20,290,50,141.9,211.61248,70.2,9.5,2,6,4,6.35,3,544.7,1860,1791.4,201000,200000,C50,20.75,6.1,48000,200,622,1023,165,14.23548,465,34.876926,10.824,272.1,?fs=413.7MPa,79.502,0.33,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,456635.6029,42700,3.68E-12,5.52E-12
B,X,76.2,254,38.1,76.2,38.1,76.2,3.5,320,20,290,50,141.9,211.61248,70.2,9.5,2,6,4,6.35,3,544.7,1860,1791.4,201000,200000,C50,20.75,6.1,48000,200,622,1023,165,14.23548,465,34.876926,10.824,272.1,?fs=551.6MPa,79.502,0.51,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,456635.6029,42700,3.68E-12,5.52E-12
B,X,76.2,254,39.1,76.2,38.1,76.2,3.5,320,20,290,50,141.9,350.96704,93.6,12.7,2,6,4,6.35,4,579.2,1860,1791.4,201000,200000,C50,20.75,6.1,48000,200,622,1023,165,14.382354,465,33.927894,10.824,272.1,?fs=206.8MPa,70.612,0.09,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,544650.3946,42700,3.68E-12,5.52E-12
B,X,76.2,254,39.1,76.2,38.1,76.2,3.5,320,20,290,50,141.9,350.96704,93.6,12.7,2,6,4,6.35,4,579.2,1860,1791.4,201000,200000,C50,20.75,6.1,48000,200,622,1023,165,14.382354,465,33.927894,10.824,272.1,?fs=275.8MPa,70.612,0.11,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,544650.3946,42700,3.68E-12,5.52E-12
B,X,76.2,254,39.1,76.2,38.1,76.2,3.5,320,20,290,50,141.9,350.96704,93.6,12.7,2,6,4,6.35,4,579.2,1860,1791.4,201000,200000,C50,20.75,6.1,48000,200,622,1023,165,14.382354,465,33.927894,10.824,272.1,?fs=413.7MPa,70.612,0.23,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,544650.3946,42700,3.68E-12,5.52E-12
B,X,76.2,254,39.1,76.2,38.1,76.2,3.5,320,20,290,50,141.9,350.96704,93.6,12.7,2,6,4,6.35,4,579.2,1860,1791.4,201000,200000,C50,20.75,6.1,48000,200,622,1023,165,14.382354,465,33.927894,10.824,272.1,?fs=551.6MPa,70.612,0.35,592.5,4.21,465,66.89,14.2,69.13,4.87,589,390882933.3,544650.3946,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,91.9,92,12.7,2,6,4,6.35,4,579.2,1860,1791.4,201000,200000,C50,33.16,6.1,48000,200,622,1023,165,16.95,465,28.81,10.824,272.1,?fs=551.6MPa,354.58,0.35,0.75Mu,5.49,465,66.89,14.2,69.13,4.87,589,390882933.3,544650.3946,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,91.9,92,12.7,2,6,4,6.35,4,579.2,1860,1791.4,201000,200000,C50,33.16,6.1,48000,200,622,1023,165,15.25,465,28.81,10.824,272.1,?fs=551.6MPa,343.92,0.35,0.75Mu,5.61,465,66.89,14.2,69.13,4.87,589,390882933.3,544650.3946,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,233.8,92,9.5,2,6,4,6.35,4,419.9,1860,1791.4,201000,200000,C50,34.27,6.1,48000,200,622,1023,165,18.64,465,42.54,10.824,272.1,?fs=206.8MPa,145.29,0.14,0.75Mu,6.65,465,66.89,14.2,69.13,4.87,589,390882933.3,719457.6652,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,233.8,92,9.5,2,6,4,6.35,4,419.9,1860,1791.4,201000,200000,C50,34.27,6.1,48000,200,622,1023,165,18.64,465,42.54,10.824,272.1,?fs=275.8MPa,145.29,0.22,0.75Mu,6.65,465,66.89,14.2,69.13,4.87,589,390882933.3,719457.6652,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,233.8,92,9.5,2,6,4,6.35,4,419.9,1860,1791.4,201000,200000,C50,34.27,6.1,48000,200,622,1023,165,18.64,465,42.54,10.824,272.1,?fs=345MPa,145.29,0.3,0.75Mu,6.65,465,66.89,14.2,69.13,4.87,589,390882933.3,719457.6652,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,233.8,92,9.5,2,6,4,6.35,4,419.9,1860,1791.4,201000,200000,C50,34.27,6.1,48000,200,622,1023,165,18.64,465,42.54,10.824,272.1,?fs=414MPa,145.29,0.35,0.75Mu,6.65,465,66.89,14.2,69.13,4.87,589,390882933.3,719457.6652,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,233.8,92,9.5,2,6,4,6.35,4,419.9,1860,1791.4,201000,200000,C50,34.27,6.1,48000,200,622,1023,165,18.64,465,42.37,10.824,272.1,?fs=206.8MPa,156.97,0.14,0.75Mu,6.1,465,66.89,14.2,69.13,4.87,589,390882933.3,719457.6652,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,233.8,92,9.5,2,6,4,6.35,4,419.9,1860,1791.4,201000,200000,C50,34.27,6.1,48000,200,622,1023,165,18.64,465,42.37,10.824,272.1,?fs=275.8MPa,156.97,0.22,0.75Mu,6.1,465,66.89,14.2,69.13,4.87,589,390882933.3,719457.6652,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,233.8,92,9.5,2,6,4,6.35,4,419.9,1860,1791.4,201000,200000,C50,34.27,6.1,48000,200,622,1023,165,18.64,465,42.37,10.824,272.1,?fs=345MPa,156.97,0.3,0.75Mu,6.1,465,66.89,14.2,69.13,4.87,589,390882933.3,719457.6652,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,233.8,92,9.5,2,6,4,6.35,4,419.9,1860,1791.4,201000,200000,C50,34.27,6.1,48000,200,622,1023,165,18.64,465,42.37,10.824,272.1,?fs=414MPa,156.97,0.35,0.75Mu,6.1,465,66.89,14.2,69.13,4.87,589,390882933.3,719457.6652,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,349.9,92,12.7,2,6,4,6.35,4,515,1860,1791.4,201000,200000,C50,32.78,6.1,48000,200,622,1023,165,20.34,465,54.23,10.824,272.1,?fs=206.8MPa,119.13,0.15,0.75Mu,8.71,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,349.9,92,12.7,2,6,4,6.35,4,515,1860,1791.4,201000,200000,C50,32.78,6.1,48000,200,622,1023,165,20.34,465,54.23,10.824,272.1,?fs=275.8MPa,119.13,0.24,0.75Mu,8.71,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
